id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00181,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Published,,SYNTHETIC-DEMO,True
SYN-00182,patent,Low-cost rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Published,,SYNTHETIC-DEMO,True
SYN-00183,paper,Improved lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2015,Published,,SYNTHETIC-DEMO,True
SYN-00184,paper,Novel graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2022,Published,,SYNTHETIC-DEMO,True
SYN-00185,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00186,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2016,Published,,SYNTHETIC-DEMO,True
SYN-00187,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Granted,,SYNTHETIC-DEMO,True
SYN-00188,paper,Novel lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2023,Published,,SYNTHETIC-DEMO,True
SYN-00189,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Published,,SYNTHETIC-DEMO,True
SYN-00190,paper,Energy-efficient graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2025,Published,,SYNTHETIC-DEMO,True
SYN-00191,patent,Selective cobalt alloy and cathode materials for battery and magnet applications,This patent describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Granted,,SYNTHETIC-DEMO,True
SYN-00192,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Published,,SYNTHETIC-DEMO,True
SYN-00193,patent,Selective lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2025,Granted,,SYNTHETIC-DEMO,True
SYN-00194,patent,Energy-efficient geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2019,Granted,,SYNTHETIC-DEMO,True
SYN-00195,paper,Novel geochemical survey and remote sensing approach for rare earth exploration,This paper describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2015,Published,,SYNTHETIC-DEMO,True
SYN-00196,patent,Energy-efficient lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00197,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Abandoned,,SYNTHETIC-DEMO,True
SYN-00198,patent,Improved geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2017,Abandoned,,SYNTHETIC-DEMO,True
SYN-00199,patent,Improved froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2020,Published,,SYNTHETIC-DEMO,True
SYN-00200,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Published,,SYNTHETIC-DEMO,True
SYN-00201,paper,Improved froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2025,Published,,SYNTHETIC-DEMO,True
SYN-00202,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Under examination,,SYNTHETIC-DEMO,True
SYN-00203,patent,Novel geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00204,patent,Improved hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2019,Under examination,,SYNTHETIC-DEMO,True
SYN-00205,patent,Novel lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00206,patent,Low-cost froth flotation and magnetic separation process for beneficiation of lithium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2018,Published,,SYNTHETIC-DEMO,True
SYN-00207,paper,Novel lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2019,Published,,SYNTHETIC-DEMO,True
SYN-00208,patent,Low-cost froth flotation and magnetic separation process for beneficiation of graphite ore,This patent describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2024,Published,,SYNTHETIC-DEMO,True
SYN-00209,patent,Scalable rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2024,Published,,SYNTHETIC-DEMO,True
SYN-00210,patent,Energy-efficient rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2015,Published,,SYNTHETIC-DEMO,True
SYN-00211,paper,Improved vanadium alloy and cathode materials for battery and magnet applications,This paper describes a vanadium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2022,Published,,SYNTHETIC-DEMO,True
SYN-00212,patent,Improved geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Under examination,,SYNTHETIC-DEMO,True
SYN-00213,paper,Selective graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2021,Published,,SYNTHETIC-DEMO,True
SYN-00214,patent,Selective froth flotation and magnetic separation process for beneficiation of lithium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Published,,SYNTHETIC-DEMO,True
SYN-00215,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2019,Under examination,,SYNTHETIC-DEMO,True
SYN-00216,paper,Low-cost froth flotation and magnetic separation process for beneficiation of nickel ore,This paper describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2023,Published,,SYNTHETIC-DEMO,True
SYN-00217,paper,Energy-efficient open-pit mining planning method for rare earth ore bodies,This paper describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2017,Published,,SYNTHETIC-DEMO,True
SYN-00218,paper,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2015,Published,,SYNTHETIC-DEMO,True
SYN-00219,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2015,Under examination,,SYNTHETIC-DEMO,True
SYN-00220,paper,Scalable froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2023,Published,,SYNTHETIC-DEMO,True
SYN-00221,patent,Low-cost froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2020,Under examination,,SYNTHETIC-DEMO,True
SYN-00222,patent,Low-cost froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2020,Published,,SYNTHETIC-DEMO,True
SYN-00223,patent,Novel recycling process for lithium recovery from spent batteries and e-waste,This patent describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00224,paper,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00225,paper,Improved recycling process for lithium recovery from spent batteries and e-waste,This paper describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2023,Published,,SYNTHETIC-DEMO,True
SYN-00226,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2013,Published,,SYNTHETIC-DEMO,True
SYN-00227,paper,Improved open-pit mining planning method for graphite ore bodies,This paper describes a open-pit mining planning method for graphite ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2015,Published,,SYNTHETIC-DEMO,True
SYN-00228,paper,Selective geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00229,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2019,Published,,SYNTHETIC-DEMO,True
SYN-00230,patent,Low-cost geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2021,Published,,SYNTHETIC-DEMO,True
SYN-00231,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2024,Ongoing,,SYNTHETIC-DEMO,True
SYN-00232,patent,Energy-efficient geochemical survey and remote sensing approach for vanadium exploration,This patent describes a geochemical survey and remote sensing approach for vanadium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00233,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2024,Published,,SYNTHETIC-DEMO,True
SYN-00234,patent,Novel graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2012,Published,,SYNTHETIC-DEMO,True
SYN-00235,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2012,Published,,SYNTHETIC-DEMO,True
SYN-00236,paper,Novel cobalt alloy and cathode materials for battery and magnet applications,This paper describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2018,Published,,SYNTHETIC-DEMO,True
SYN-00237,project,Improved cobalt alloy and cathode materials for battery and magnet applications,This project describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Completed,,SYNTHETIC-DEMO,True
SYN-00238,project,Scalable froth flotation and magnetic separation process for beneficiation of nickel ore,This project describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2018,Ongoing,,SYNTHETIC-DEMO,True
SYN-00239,patent,Low-cost froth flotation and magnetic separation process for beneficiation of vanadium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of vanadium ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2025,Published,,SYNTHETIC-DEMO,True
SYN-00240,patent,Selective vanadium alloy and cathode materials for battery and magnet applications,This patent describes a vanadium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00241,patent,Selective froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2015,Granted,,SYNTHETIC-DEMO,True
SYN-00242,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2025,Published,,SYNTHETIC-DEMO,True
SYN-00243,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Granted,,SYNTHETIC-DEMO,True
SYN-00244,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2016,Published,,SYNTHETIC-DEMO,True
SYN-00245,project,Scalable geochemical survey and remote sensing approach for rare earth exploration,This project describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2017,Completed,,SYNTHETIC-DEMO,True
SYN-00246,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2018,Published,,SYNTHETIC-DEMO,True
SYN-00247,paper,Improved froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00248,project,Scalable lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2013,Ongoing,,SYNTHETIC-DEMO,True
SYN-00249,paper,Novel froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2024,Published,,SYNTHETIC-DEMO,True
SYN-00250,paper,Selective froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2024,Published,,SYNTHETIC-DEMO,True
SYN-00251,patent,Novel froth flotation and magnetic separation process for beneficiation of lithium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2014,Granted,,SYNTHETIC-DEMO,True
SYN-00252,patent,Scalable cobalt alloy and cathode materials for battery and magnet applications,This patent describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2021,Published,,SYNTHETIC-DEMO,True
SYN-00253,paper,Selective recycling process for lithium recovery from spent batteries and e-waste,This paper describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2023,Published,,SYNTHETIC-DEMO,True
SYN-00254,project,Low-cost graphite alloy and cathode materials for battery and magnet applications,This project describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2014,Completed,,SYNTHETIC-DEMO,True
SYN-00255,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00256,paper,Selective geochemical survey and remote sensing approach for vanadium exploration,This paper describes a geochemical survey and remote sensing approach for vanadium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00257,patent,Novel geochemical survey and remote sensing approach for graphite exploration,This patent describes a geochemical survey and remote sensing approach for graphite exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2020,Granted,,SYNTHETIC-DEMO,True
SYN-00258,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Published,,SYNTHETIC-DEMO,True
SYN-00259,paper,Low-cost froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2025,Published,,SYNTHETIC-DEMO,True
SYN-00260,paper,Improved froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2020,Published,,SYNTHETIC-DEMO,True
SYN-00261,paper,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2025,Published,,SYNTHETIC-DEMO,True
SYN-00262,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2015,Published,,SYNTHETIC-DEMO,True
SYN-00263,project,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2024,Completed,,SYNTHETIC-DEMO,True
SYN-00264,project,Energy-efficient recycling process for lithium recovery from spent batteries and e-waste,This project describes a recycling process for lithium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2024,Completed,,SYNTHETIC-DEMO,True
SYN-00265,patent,Scalable geochemical survey and remote sensing approach for graphite exploration,This patent describes a geochemical survey and remote sensing approach for graphite exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00266,paper,Improved hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2019,Published,,SYNTHETIC-DEMO,True
SYN-00267,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of lithium ore,This patent describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2025,Under examination,,SYNTHETIC-DEMO,True
SYN-00268,patent,Scalable froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2016,Granted,,SYNTHETIC-DEMO,True
SYN-00269,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2025,Under examination,,SYNTHETIC-DEMO,True
SYN-00270,paper,Selective open-pit mining planning method for rare earth ore bodies,This paper describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Published,,SYNTHETIC-DEMO,True
SYN-00271,patent,Scalable lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2012,Abandoned,,SYNTHETIC-DEMO,True
SYN-00272,paper,Scalable hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2013,Published,,SYNTHETIC-DEMO,True
SYN-00273,patent,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This patent describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00274,paper,Selective geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2022,Published,,SYNTHETIC-DEMO,True
SYN-00275,paper,Low-cost open-pit mining planning method for cobalt ore bodies,This paper describes a open-pit mining planning method for cobalt ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2014,Published,,SYNTHETIC-DEMO,True
SYN-00276,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Published,,SYNTHETIC-DEMO,True
SYN-00277,paper,Low-cost geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Published,,SYNTHETIC-DEMO,True
SYN-00278,patent,Low-cost nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2025,Abandoned,,SYNTHETIC-DEMO,True
SYN-00279,patent,Scalable graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Granted,,SYNTHETIC-DEMO,True
SYN-00280,patent,Energy-efficient graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00281,paper,Novel froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2025,Published,,SYNTHETIC-DEMO,True
SYN-00282,paper,Improved graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2021,Published,,SYNTHETIC-DEMO,True
SYN-00283,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Published,,SYNTHETIC-DEMO,True
SYN-00284,paper,Improved graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2020,Published,,SYNTHETIC-DEMO,True
SYN-00285,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2015,Under examination,,SYNTHETIC-DEMO,True
SYN-00286,paper,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2017,Published,,SYNTHETIC-DEMO,True
SYN-00287,paper,Scalable recycling process for vanadium recovery from spent batteries and e-waste,This paper describes a recycling process for vanadium recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2018,Published,,SYNTHETIC-DEMO,True
SYN-00288,paper,Novel rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2023,Published,,SYNTHETIC-DEMO,True
SYN-00289,paper,Low-cost froth flotation and magnetic separation process for beneficiation of lithium ore,This paper describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2023,Published,,SYNTHETIC-DEMO,True
SYN-00290,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2014,Published,,SYNTHETIC-DEMO,True
